name,address,gmap_id,latitude,longitude,category,hours,time,rating,text,has_email,has_phone,has_telegram,has_whatsapp,has_dm_request
Rick's Firewood,"Rick's Firewood, 171 Locke Ave North, Hyde Park, VT 05655",0x4cb5e9d55bbad72f:0x9c89952d89763bc,44.6742719,-72.5933259,['Firewood supplier'],"[['Friday', '8:30AM–5PM'], ['Saturday', 'Closed'], ['Sunday', 'Closed'], ['Monday', '8:30AM–5PM'], ['Tuesday', '8:30AM–5PM'], ['Wednesday', '8:30AM–5PM'], ['Thursday', '8:30AM–5PM']]",2019-09-20 11:03:37 EDT,1.0,"Ordered wood...set a date for delivery....did not show up, left message for them but no call back.",False,False,False,False,True
MVL Wellness,"MVL Wellness, 55 S Main St, Waterbury Village Historic District, VT 05676",0x4cb59f188e79bef7:0xa1bfcadeb91999b0,44.336057,-72.755175,"['Massage therapist', 'Reflexologist', 'Reiki therapist']","[['Friday', '10AM–5PM'], ['Saturday', 'Closed'], ['Sunday', 'Closed'], ['Monday', '10AM–5PM'], ['Tuesday', '10AM–5PM'], ['Wednesday', 'Closed'], ['Thursday', '10AM–5PM']]",2019-08-31 21:05:10 EDT,5.0,Great place. Highly skilled message therapist (Forest). He targeted my lower back brilliantly. I went back again the next day. Sweet little spot. Quiet and comfortable,False,False,False,False,True
Bristol Park Dental,"Bristol Park Dental, 6 Park St, Bristol, VT 05443",0x4cb565f34a9b413d:0xaca6293c10f7daf,44.13415,-73.07930499999999,['Dentist'],"[['Friday', 'Closed'], ['Saturday', 'Closed'], ['Sunday', 'Closed'], ['Monday', '9AM–6PM'], ['Tuesday', '8AM–5PM'], ['Wednesday', '8AM–5PM'], ['Thursday', '8AM–5PM']]",2021-07-20 10:28:23 EDT,5.0,"You wouldn't think that at 35 years old your wisdom tooth would suddenly become a fierce problem. Well that's what happened. I had called/driven to every dentist in the tri county area with no luck. Everyone was booking,out thru August. Then, when I was at the end of my tethers omeone suggested Bristol Park Dental. Not only did they reply to my message promptly-- they told me they would be happy to help. They accepted my insurance and got me in and out of there faster than it took me to fill out the pre registration forms online. So kind, compassionate and communicative, I felt respected and informed. Thank you guys forever. You're my HEROS [high voltage][high voltage][raising hands][raising hands][raising hands][glowing star][glowing star][glowing star][glowing star][glowing star]",False,False,False,False,True
Mount Mansfield Maple Products,"Mount Mansfield Maple Products, 450 Weaver St, Winooski, VT 05404",0x4cca7083038e5a59:0x38d4863307b4368,44.502818,-73.183696,"['Candy store', 'Farm shop']","[['Thursday', '8AM–4PM'], ['Friday', '8AM–12PM'], ['Saturday', 'Closed'], ['Sunday', 'Closed'], ['Monday', '8AM–4PM'], ['Tuesday', '8AM–4PM'], ['Wednesday', '8AM–4PM']]",2019-01-04 15:51:06 EST,5.0,"Excellent customer service! I ordered some maple candy directly from the company and the first box was damaged, probably due to the Christmas shipping volume. I called and left a message and they sent out a second box right away even though they were on their holiday break! Amazing! Will definitely order more products in the future.",False,False,False,False,True
H&R Block,"H&R Block, 1284 US Rt 302, Berlin, VT 05641",0x4cb507c6dd1fb085:0xaaa7c1415c15f3da,44.2269219,-72.5513471,"['Tax preparation service', 'Tax consultant']","[['Thursday', '1–5PM'], ['Friday', 'Closed'], ['Saturday', 'Closed'], ['Sunday', 'Closed'], ['Monday', 'Closed'], ['Tuesday', '1–5PM'], ['Wednesday', 'Closed']]",2021-04-28 13:36:04 EDT,1.0,Never mentioned a forty dollar fee then they said they would refund it. Been over a month and I called today to ask about refund and then said can't do it. Manager left message on my cell phone informing me I was not welcome in her store and never come back. I just left a complaint with H&R blocks Corp office . I will never do business with them again.,False,False,False,False,True
Aspen Dental,"Aspen Dental, 856 US-302 Unit A, Barre, VT 05641",0x4cb507b77dccfe97:0x9e957ea8dfbd3bbc,44.222131,-72.5465814,"['Dentist', 'Cosmetic dentist', 'Denture care center', 'Emergency dental service', 'Pediatric dentist']","[['Thursday', '8AM–5PM'], ['Friday', '8AM–2PM'], ['Saturday', 'Closed'], ['Sunday', 'Closed'], ['Monday', '8AM–6PM'], ['Tuesday', '8AM–6PM'], ['Wednesday', '8AM–5PM']]",2020-10-07 14:09:06 EDT,1.0,"Was supposed to go in at 3pm. Got a call at 1:45pm (day of the appointment) and they cancelled it. I was very upset, and asked to speak with a manager. I spoke with Calie, who was rude and offered absolutely nothing to make up for my mistreatment. To make matters worse, they openly admit to filling my appointment for someone else. All because I didn’t “confirm” my appointment, but I never got an email, call, or even a text message. I even called again asking for a sooner appointment because my wisdom tooth is bothering me that much. So if you urgently need anything done dental wise, go elsewhere or you will be very disappointed.",False,False,False,False,True
Duane Merrill and Co Auctioneers & Appraisers,"Duane Merrill and Co Auctioneers & Appraisers, 137 James Brown Dr, Williston, VT 05495",0x4cca79c8dafa5e9b:0x4779303531b7c0ea,44.475052,-73.116295,['Auction house'],"[['Thursday', '9AM–4PM'], ['Friday', '9AM–4PM'], ['Saturday', 'Closed'], ['Sunday', 'Closed'], ['Monday', '9AM–4PM'], ['Tuesday', '9AM–4PM'], ['Wednesday', '9AM–4PM']]",2015-06-01 16:21:10 EDT,1.0,I had an appointment with Ethan Merrill for 3:00 PM. I called at 4:15 to ask where he was and left a message. He called back with no word of apology or explanation without being asked and wanted to reschedule. I declined. This is a terrible way to treat potential clients.,False,False,False,False,True
J & L Service Center,"J & L Service Center, 216 S Main St, St Albans City, VT 05478",0x4cca1aa2cfe992e5:0x598503d188f84ce7,44.799459,-73.09106129999999,"['Auto repair shop', 'Car battery store', 'Car inspection station', 'Oil change service', 'Tire shop', 'Towing service', 'Wheel alignment service']","[['Thursday', '8AM–5PM'], ['Friday', '8AM–5PM'], ['Saturday', '8AM–12PM'], ['Sunday', 'Closed'], ['Monday', '8AM–5PM'], ['Tuesday', '8AM–5PM'], ['Wednesday', '8AM–5PM']]",2016-07-25 15:31:50 EDT,5.0,The alternator on our Honda Odyssey the day we were to leave for Florida. Took it in at 8 am and had it back by 1 pm. The staff was very friendly and the service done quickly.,False,False,False,False,True
Flowers By Olga,"Flowers By Olga, 152 Overlook Dr, Jay, VT 05859",0x4cb600e5b6c7290b:0xef68dfd184a9dbc1,44.9964576,-72.5502109,"['Florist', 'Condiments supplier', 'Farm', 'Food products supplier', 'Wholesale florist']","[['Thursday', '10AM–4PM'], ['Friday', '10AM–4PM'], ['Saturday', '12–6PM'], ['Sunday', '12–6PM'], ['Monday', '10AM–4PM'], ['Tuesday', '10AM–4PM'], ['Wednesday', '10AM–4PM']]",2018-08-21 14:41:50 EDT,5.0,I have a friend that lives in rural Vermont. A number of delivery services don't deliver there. I had the good fortune to contact Flowers by Olga. I left a message and Olga called me back and worked with me on price and selection. I asked that the flowers be delivered the next morning for my friend's birthday. They were and my friend was delighted. I'm now glad that I couldn't order through other means. I truly got the personal touch.,False,False,False,False,True
Vermont Yankee Nuclear Power Station,"Vermont Yankee Nuclear Power Station, 320 Governor Hunt Rd, Vernon, VT 05354",0x89e1182a9b3fe4a7:0x9aa5771e8a309c70,42.779039,-72.51300599999999,['Nuclear power plant'],"[['Wednesday', 'Open 24 hours'], ['Thursday', 'Open 24 hours'], ['Friday', 'Open 24 hours'], ['Saturday', 'Open 24 hours'], ['Sunday', 'Open 24 hours'], ['Monday', 'Open 24 hours'], ['Tuesday', 'Open 24 hours']]",2020-09-09 11:54:07 EDT,5.0,"Thanks to this plant shutting down New Englanders get to enjoy 100 cent per k/watt electricity for 2014-2015 winter. Yes its a nuclear plant and yes there is radiation, however if the plant had upgraded and fixed the issues New Englanders wouldn't be getting screwed by National Grid.",False,True,False,False,False
Franklin County Animal Rescue,"Franklin County Animal Rescue, 30 Sunset Meadows, St Albans City, VT 05478",0x4cca1ae6a7b4f1dd:0x73e6be735d197914,44.822603,-73.08609899999999,['Animal shelter'],"[['Wednesday', 'Closed'], ['Thursday', '2–6PM'], ['Friday', '2–6PM'], ['Saturday', '11AM–4PM'], ['Sunday', '11AM–4PM'], ['Monday', 'Closed'], ['Tuesday', 'Closed']]",2018-01-14 21:50:22 EST,2.0,"Busy day when I went, hopefully to adopt cat that was posted and had left message about. Staff hadn't listened to my voicemail &cat given to volunteer. Adopted a different cat. Staff info. and written info provided to me by staff from couple who surrended cat was very different. Shelter seems very understaffed, yet i was told that even volunteers with shelter experience cannot have scheduled hours or be trained in adoption process. Seems like they are more concerned about having all the power than REAL ANIMAL WELFARE.",False,False,False,False,True
Dollar General,"Dollar General, 65 Northgate Ave, Morrisville, VT 05661",0x4cb5eab83aab5e9b:0x420919d99b91ab9c,44.5713651,-72.59397899999999,"['Dollar store', 'Convenience store', 'Discount store', 'Drug store', 'Grocery store']","[['Wednesday', '8AM–9PM'], ['Thursday', '8AM–9PM'], ['Friday', '8AM–9PM'], ['Saturday', '8AM–9PM'], ['Sunday', '8AM–9PM'], ['Monday', '8AM–9PM'], ['Tuesday', '8AM–9PM']]",2019-07-12 05:04:37 EDT,4.0,"(Translated by Google) We found what we needed. My wife found what she wanted at a good price on July 7, 2019 a little after 4 pm. I took a picture of the business while I was waiting in the parking lot and I share it here with this notice. Reviewed July 12, 2019 at Salaberry de Valleyfield, Quebec, Canada. (Original) Nous avons trouvé ce dont nous avions besoin. Mon épouse a trouvé ce qu’elle désirait à bon prix en ce 7 juillet 2019 un peu après 16 heures. J’ai pris une photo du commerce pendant que je l’attendais dans le stationnement et je vous la partage ici avec cet avis. Avis écrit le 12 juillet 2019 à Salaberry de Valleyfield, Québec, Canada.",False,False,False,False,True
Putney Farmers' Market,"Putney Farmers' Market, 17 Carol Brown Way, Putney, VT 05346",0x89e105ff278ebc3f:0xc4056e986d0b2d38,42.9673832,-72.52449349999999,"[""Farmers' market"", 'Market']","[['Wednesday', 'Closed'], ['Thursday', 'Closed'], ['Friday', 'Closed'], ['Saturday', 'Closed'], ['Sunday', '11AM–2PM'], ['Monday', 'Closed'], ['Tuesday', 'Closed']]",2017-06-18 10:23:07 EDT,5.0,"Great place to go, relaxed atmosphere, excellent foods and crafts, but if you're new to it don't be fooled by Google telling you the hours are 8am to 8 pm, they're actually 11am to 2 pm.",False,False,False,False,True
Southern Vermont Cable,"Southern Vermont Cable, 62 Sylvan Ridge Rd, Winhall, VT 05340",0x89e05bdebd415fd7:0xf7f1db307f9b9f68,43.1947803,-72.96507989999999,"['Cable company', 'Internet service provider', 'Telecommunications', 'Telephone company']","[['Wednesday', '9AM–5PM'], ['Thursday', '9AM–5PM'], ['Friday', '9AM–5PM'], ['Saturday', 'Closed'], ['Sunday', 'Closed'], ['Monday', '9AM–5PM'], ['Tuesday', '9AM–5PM']]",2016-03-26 15:20:16 EDT,1.0,"I called 3-24-2016 endways told that someone would call back. No one did. I called once on 3-25-2016 and was hung up on. I called back and was told that a serviceperson would ""stop by on his way"" whatever that meant. We waited up till 10 pm. Obviously they are closed both Saturday and Sunday. Since I have to work all day Monday the first time when a service person can come is Tuesday morning. 3-29-2016. I have no assurance that will happen. This is service?",False,True,False,False,True
Chase Moving and Storage,"Chase Moving and Storage, 1 Jackson St, Essex Junction, VT 05452",0x4cca790715543285:0x921a4b3d8130af9d,44.4876295,-73.1103598,"['Mover', 'Moving and storage service', 'Moving supply store', 'Records storage facility', 'Transportation service']","[['Tuesday', '8AM–4PM'], ['Wednesday', '8AM–4PM'], ['Thursday', '8AM–4PM'], ['Friday', '8AM–4PM'], ['Saturday', 'Closed'], ['Sunday', 'Closed'], ['Monday', '8AM–4PM']]",2017-08-28 14:46:09 EDT,2.0,"I congratulate Wayne Michaud for his satisfying experience with Chase Moving and Storage. The experience my wife and I had this past August was slightly different. We got a binding estimate for our interstate move, and both parties signed the contract, which stipulated the cost and the dates when different phases of the move would happen. The ink was barely dry on the contract when Ron contacted me and asked me if we could change the dates of the packing and loading. Wanting to be cooperative, my wife and I agreed, even though it would inconvenience us a bit. A short time later, Heather in the office contacted us and asked us if they could change the packing and loading dates again. This change meant that they would pack us one day, load the next, and we would close on the house we were selling the day after that. Suffice it to say that on the day of the closing, there were still items in our house that needed to be put on the truck. They did accomplish this about two hours before we closed, but it was a white knuckle ride. Then, on the other end of the move about a week later, Heather contacted me and said that the driver would not unload our things unless we ponied up another $500+. When I got a bit upset and tried to remind her that Federal guidelines said that if I paid the full binding estimate,which we did, the movers could not refuse to deliver our load, she said I had a problem with my attitude and was being rude. I then decided to calm down and pay, or we were not going to get our stuff. On the plus side, everything did arrive, and nothing major was damaged. The delivery driver told us that we could make a call to Chase, and they would arrange a one time pick up the packing materials when we were done unpacking. My wife called Heather several times and tried to arrange this...and she is still waiting for a response. Finally, I ended up bringing all the packing materials to our county recycling center. That was our experience with Chase Moving and Storage. Some areas good, some OK, and some bad. Reply to Chase on Your Reply to my original post: It is not my intention to drag this out anymore, but I will address some of your points. 1) I told you that I wanted EVERYTHING packed, and I took pains to show EVERYTHING to you, including the storage unit. In fact, there was less to pack than what you originally saw, since we had a garage sale after we signed, and we threw away many more items before your packers ever got to our house. So this discussion of extra stuff beyond what I asked for rings a little hollow with me. You are the professional mover, so if your estimate was off it is not my fault. 2) You said it is was my responsibility to make sure everything was out of the house on loading day. Well, your crew chief on loading day, Duane I think his name is, told me at the end of the day that there was no more room in the truck, and he would have to return the next day to finish the last of the packing and loading. So, what was I supposed to do? Demand he go back to Williston at 8:30 pm and get another truck? Was it my fault that the truck sent to my house was too small? Believe me, I WANTED the house to be empty that night. 3) If I legitimately owed you more money for the move, I could accept that. But to hold my things hostage on the truck until I pay is not what the regulations say. If I pay you the full amount of the binding estimate, which I did, you cannot refuse to deliver my goods. I made sure that I researched all angles of interstate moving with the Feds before I even contacted you. I would have paid you what I owed you after our things were unloaded. Ron..I'm not saying that we were totally unhappy. Most of it went OK, and we really liked the guys you had at our house. If you had arranged to have the packing materials removed for us I probably would have let everything else slide. It was the proverbial last straw. 8/28/17. One final word: Do NOT sign ANY mover paperwork UNTIL all your items are on the truck(s).",False,False,False,False,True
Chase Moving and Storage,"Chase Moving and Storage, 1 Jackson St, Essex Junction, VT 05452",0x4cca790715543285:0x921a4b3d8130af9d,44.4876295,-73.1103598,"['Mover', 'Moving and storage service', 'Moving supply store', 'Records storage facility', 'Transportation service']","[['Tuesday', '8AM–4PM'], ['Wednesday', '8AM–4PM'], ['Thursday', '8AM–4PM'], ['Friday', '8AM–4PM'], ['Saturday', 'Closed'], ['Sunday', 'Closed'], ['Monday', '8AM–4PM']]",2017-02-07 17:53:11 EST,1.0,"We have recently relocated to Pennsylvania from Vermont. I contacted ""Chase Moving and Storage"" SEVERAL months before moving day to have a clear game plan. The preliminary plan included having a custom made crate, by Chase. It was Chases' recommendation that a crate be made and I was told it would be brought to the house the day of the move. Along with this, we had made arrangements for the special packaging (in a special box made just for this) of my flat screened TV, wrapping and packaging of several picture/art pieces in glass frames and other odd shaped pieces being packed by them at my home. I also mentioned on the phone, prior to the move and then again twice on moving day, that I had a brand new Temper Pedic Mattress I wanted boxed as well as my other mattresses and was assured they ALWAYS box these. When Chase arrived on moving day at about 8:30 am, the crew included the owner, Ron LaFountain, and two other men. We had a 3 bedroom, 2300 square foot house, plus full basement. They estimated it would take between 6 and 8 hours to load the truck. I was notified early on they did not have the crate for my dollhouse. When I asked if he would get one, Ron told me they would have one brought to the house. Ron seemed very personable and stood in my kitchen, singing his own praises of integrity, character and how he had the best, most respectful employees around. The move was taking much longer than expected and Ron needed to leave because he was needed elsewhere. One of the other mover's, Mike, while bringing several (about 5) stacked boxes down our stairs from the second floor on a dolly, lost control and the boxes proceeded to fall 5-6 stairs from the bottom. One was marked ""Fragile"". Also, I was horrified, when I saw our new Temper Pedic Mattress being slid across the back of the truck without a box on the filthy floor. The time was getting very late, it was after 3:30 pm, and there was still about 1/4 of the house needing to be loaded. I stood ;in disbelief as my Weber Grill, piled high with snow was brought through the inside of my house, by the two movers in wet, boots tracking dirt all over my light colored carpet. I asked them at that time if they planned on doing the same thing with my patio furniture, sensing my disapproval, they said ""no"". The crate for the dollhouse and box for the dollhouse and screened TV never ended up arriving at all. With the truck PACKED full and still much to be loaded, I spoke to Mike and asked what the plan was for the remaining items and the dollhouse. I expressed my frustration at the late hour and told him that I needed to pick my daughter up very shortly. Mike became visibly irritated and expressed that ""the only thing he was interested in was his trip to New York City the next day and how he didn't want; to be there"". I finally snapped and stated to him that I paid a lot of money for this move and I did not care about his trip. He had a job to do. It was apparent he had no idea what to do with the rest of my items as the truck was full. Both he and I tried to get a hold of Ron; to no avail. Then, to my disgust, he started arguing with my neighbor as well, telling her he hated his job. Finally, I needed to leave at 4:30 to pick up my daughter and had to leave my house with these incompetent men with obviously hours left of work. Luckily, our grown son had arrived and my neighbor was still there to supervise. I was eventually called by Ron and was assured that another truck was on the way and the dollhouse would be loaded onto a van by itself, still no crate. He was originally somewhat apologetic, even though he stated that ""moving was very stressful"", implying, I felt, that I was possibly overreacting due to stress. I was told that apparently, they needed, at this point, to unload all our belongings at their site, and reload them on a larger truck for the actual move to Pa. Needless to say, things arrived at our new location badly damaged. I could go on and on but I have run out of room!! Avoid!!",False,False,False,False,True
Champlain Door Systems,"Champlain Door Systems, 4182 Highbridge Rd, Milton, VT 05468",0x4cca0dbe8094ce13:0xfd2dbf66910cda03,44.6920011,-73.1026933,"['Garage door supplier', 'Door supplier', 'Repair service']","[['Tuesday', '6:30AM–4PM'], ['Wednesday', '6:30AM–4PM'], ['Thursday', '6:30AM–4PM'], ['Friday', '6:30AM–4PM'], ['Saturday', 'Closed'], ['Sunday', 'Closed'], ['Monday', '6:30AM–4PM']]",2020-08-07 16:39:26 EDT,2.0,Called about a garage door opener and scheduled an appt for next day at 10am. Justin did not show until after mid afternoon. I was no longer here but he left a price and said to call him next morning. Which I did and he was not there. So left a message. 36 hours waiting and still no word. Guess we’ll go somewhere else.,False,False,False,False,True
Talbots Outlet,"Talbots Outlet, 424 Depot St, Manchester Center, VT 05255",0x89e05e5051ef4149:0x1a148886ef354893,43.1733835,-73.0500696,"[""Women's clothing store"", 'Clothing store', 'Fashion accessories store', 'Outlet store']","[['Tuesday', '10AM–6PM'], ['Wednesday', '10AM–6PM'], ['Thursday', '10AM–6PM'], ['Friday', '10AM–6PM'], ['Saturday', '10AM–6PM'], ['Sunday', '12–5PM'], ['Monday', '10AM–6PM']]",2018-12-10 18:49:46 EST,2.0,Store gourmet posted as closing at 7 pm. I get there at 6 and store is closing. The sales lady tells me all the stores in Manchester close at 6. It’s 2 weeks before Christmas - are you kidding? Also you should change your website!!,False,False,False,False,True
Bella Luna,"Bella Luna, 3182 Shelburne Rd, Shelburne, VT 05482",0x4cca7c3d9342528f:0xc2aeed5b860b8e26,44.4095303,-73.2159661,"['Italian restaurant', 'Bar', 'Fine dining restaurant', 'Lounge']","[['Monday', '4:30–9PM'], ['Tuesday', 'Closed'], ['Wednesday', '4:30–9PM'], ['Thursday', '4:30–9PM'], ['Friday', '4:30–10PM'], ['Saturday', '4:30–10PM'], ['Sunday', '4:30–9PM']]",2017-01-13 10:15:30 EST,1.0,"Pizza was really bad: greasy, burnt, expensive. We came with our VT pizza card and the restaurant was completely empty at 6 pm on a Thursday. We should've just turned around and left...",False,False,False,False,True
ROTARY MART,"ROTARY MART, 103 Shelburne Rd, Burlington, VT 05401",0x4cca7badca0b8ea1:0x51cfe93a67b03aac,44.4624291,-73.2083086,['Gas station'],"[['Monday', '6AM–10PM'], ['Tuesday', '6AM–10PM'], ['Wednesday', '6AM–10PM'], ['Thursday', '6AM–10PM'], ['Friday', '6AM–10PM'], ['Saturday', '7AM–10PM'], ['Sunday', '7AM–10PM']]",2019-11-26 23:00:54 EST,1.0,"Two bad experiences with this store an the same clerk all this week. Earlier he wouldn't take charge or debit cards. Said machines were down. Tonight at 9 45 pm 15 minutes before closing time, store locked him balancing out an waving customers off. Makes me wonder if machines were really down.",False,False,False,False,True
Mudgie's Food Truck,"Mudgie's Food Truck, 2 Lower Main St E, Johnson, VT 05656",0x4cb5ed2db34adb45:0xa04f4d3e5d6c614a,44.6349781,-72.6791999,['Restaurant'],"[['Monday', 'Closed'], ['Tuesday', 'Closed'], ['Wednesday', '11:30AM–5:30PM'], ['Thursday', '11:30AM–5:30PM'], ['Friday', '11:30AM–6:30PM'], ['Saturday', '11:30AM–6:30PM'], ['Sunday', '11:30AM–6:30PM']]",2021-06-06 09:07:19 EDT,5.0,"Thanks to All for the fantastic Feedback for Mudgies! We think the food is delicious too. We spent a Year building, cooking and Tasting...to end up parked in just the right place! The Mudgett Family is happy to be a part of the Johnson Community! We have Updated our Hours!! Wednesday through Sunday 11:30 - 6:30 PM We also offer Essential worker and a Veteran discounts! Give us a call or stop by and taste and let us know what you think! Thanks again! Chef Joey B, (Consulting Chef)",False,False,False,False,True
River Road Electric LLC,"River Road Electric LLC, 502 River Rd S, Putney, VT 05346",0x89e109faa81490cd:0x449bb1434bd81bf0,42.9762747,-72.4782674,['Electrician'],"[['Sunday', 'Closed'], ['Monday', '8AM–5PM'], ['Tuesday', '8AM–5PM'], ['Wednesday', '8AM–5PM'], ['Thursday', '8AM–5PM'], ['Friday', '8AM–5PM'], ['Saturday', '9AM–3PM']]",2021-01-13 11:17:10 EST,5.0,"RRE was quick to respond to my initial message and promptly scheduled me in. Scott was a pleasure to work with- he was prompt, quick, and communicative. I'd highly recommend RRE for all your electrical needs.",False,False,False,False,True
FuYam Buffet Sushi and Hibachi,"FuYam Buffet Sushi and Hibachi, 199 US-7, Milton, VT 05468",0x4cca732072dfaf89:0x3c036cedb8ffed42,44.6246463,-73.1196973,"['Chinese restaurant', 'Buffet restaurant', 'Restaurant']","[['Sunday', '11:30AM–9:30PM'], ['Monday', '11AM–9:30PM'], ['Tuesday', '11AM–9:30PM'], ['Wednesday', '11AM–9:30PM'], ['Thursday', '11AM–9:30PM'], ['Friday', '11AM–10PM'], ['Saturday', '11AM–10PM']]",2018-02-10 16:26:52 EST,2.0,"Buffets aren't notorious for great reviews, and this restaurant cannot buck the trend. The food is never warm enough to make me feel safe about eating it. Not that is isn't cooked -- the last time I went there for dinner, the lunchtime fried rice was nice and crusty in the 1/4 filled 60 degree pan at 5:00 PM. There were few choices on the menu that looked like fresh food for the new meal. Of the roughly 10 to 12 choices that came with meat, only one had beef in it. How many chicken choices do we need? Craving Chinese? Drive to Joyce's Noodle House in Essex. The only reason I gave this restaurant 2 stars was because the wait staff are very kind and friendly.",False,False,False,False,True
Capital Candy Co. Inc.,"Capital Candy Co. Inc., 32 Burnham St, Barre, VT 05641",0x4cb506db4d9e5d7f:0x80b7bf5793a696d0,44.1971656,-72.5062524,['Wholesaler'],"[['Sunday', 'Closed'], ['Monday', '8AM–5PM'], ['Tuesday', '8AM–5PM'], ['Wednesday', '8AM–5PM'], ['Thursday', '8AM–5PM'], ['Friday', '8AM–5PM'], ['Saturday', 'Closed']]",2017-11-01 10:45:23 EDT,1.0,Donut Deliveries 4 am to 5 am Dunkin Tractor-Trailer deliveries after 9 am All store deliveries to rear of store after 7 am Trash pickup after 7 am Gas deliveries 6 am to 11 pm Deliveries to the front of the store 5 am to 11 pm Snow Plowing allowed 24 hours a day Snow Removal 6 am to 11 pm These are the hours of delivery to Depot Crossing 598 Main St Hampstead NH NOT AT 6:45AM IN THE BACK OF THE STORE. Read after 7am in the back of the store,False,False,False,False,True
Community Health Centers of Burlington,"Community Health Centers of Burlington, 617 Riverside Ave, Burlington, VT 05401",0x4cca7a897b2978fd:0x3b22eff890e11ac,44.4899031,-73.2061454,['Medical clinic'],"[['Saturday', '7:45–11:45AM'], ['Sunday', 'Closed'], ['Monday', '7AM–8:15PM'], ['Tuesday', '7AM–8:15PM'], ['Wednesday', '7AM–8:15PM'], ['Thursday', '7AM–5PM'], ['Friday', '7AM–5PM']]",2020-10-19 18:45:58 EDT,1.0,My family and I are going through a crisis right now. I called to request something to help me with anxiety and help me sleep. I had to leave a message with Paula the nurse for Dr Pitcher and never received a call back. I have had other complaints about this practice in the past and unfortunately for me I have not found a new physician as of yet. There seems to be a bit of a shortage in Vermont.,False,False,False,False,True
Community Health Centers of Burlington,"Community Health Centers of Burlington, 617 Riverside Ave, Burlington, VT 05401",0x4cca7a897b2978fd:0x3b22eff890e11ac,44.4899031,-73.2061454,['Medical clinic'],"[['Saturday', '7:45–11:45AM'], ['Sunday', 'Closed'], ['Monday', '7AM–8:15PM'], ['Tuesday', '7AM–8:15PM'], ['Wednesday', '7AM–8:15PM'], ['Thursday', '7AM–5PM'], ['Friday', '7AM–5PM']]",2020-07-14 12:37:20 EDT,1.0,I have been visiting this clinic for over 20 years still have the same doctor shes great . The amount of time i have to call to leave a message its disgusting they don't pass it on cos my doctor tells me. the dentist almost let me drown in my own saliva laying down i had to signal to her for help. Thats sad,False,False,False,False,True
Community Health Centers of Burlington,"Community Health Centers of Burlington, 617 Riverside Ave, Burlington, VT 05401",0x4cca7a897b2978fd:0x3b22eff890e11ac,44.4899031,-73.2061454,['Medical clinic'],"[['Saturday', '7:45–11:45AM'], ['Sunday', 'Closed'], ['Monday', '7AM–8:15PM'], ['Tuesday', '7AM–8:15PM'], ['Wednesday', '7AM–8:15PM'], ['Thursday', '7AM–5PM'], ['Friday', '7AM–5PM']]",2020-06-25 15:36:08 EDT,5.0,"The entire medical staff you encounter from scheduling to check-out is always friendly, welcoming, helpful, non-judgmental and sensitive to every patient’s needs, for every patient. Yes, at times it can be difficult to directly contact a provider depending on the call, but rest assured you will be triaged and they will receive the message and return your call. Yes, scheduling may be a few weeks out, but only for non-urgent routine checkups (and this is the norm for every primary care clinic in the country!) I have had nothing but good experiences here and feel they are exceptionally competent and patient-centered. Thank you CHCB staff for your unwavering commitment to the community!",False,False,False,False,True
Community Health Centers of Burlington,"Community Health Centers of Burlington, 617 Riverside Ave, Burlington, VT 05401",0x4cca7a897b2978fd:0x3b22eff890e11ac,44.4899031,-73.2061454,['Medical clinic'],"[['Saturday', '7:45–11:45AM'], ['Sunday', 'Closed'], ['Monday', '7AM–8:15PM'], ['Tuesday', '7AM–8:15PM'], ['Wednesday', '7AM–8:15PM'], ['Thursday', '7AM–5PM'], ['Friday', '7AM–5PM']]",2019-05-16 10:46:57 EDT,1.0,"If I could give CHC zero stars, I would. I'm a new patient there, and so far my experience has been disastrous. My doctor, Lauren Miller, seems competent enough, though she has repeatedly failed to call in prescriptions and needed follow-up calls to be reminded to do so, but the rest of the operation is a huge mess and incredibly frustrating. It took me three weeks to get a referral. The doctor ordered it but the ""referrals department"" took three weeks and multiple follow-up phone calls to actually arrange it, and then I had to wait another week for the appointment itself (which means it took three times as long for CHC to arrange the appointment than it took for the specialist to schedule it). I emailed the patient feedback people at Community Health Centers during this process and never heard back. Three weeks ago I had an appointment at which I had blood work done and, because my doctor recommended I see a specialist, signed a form asking for relevant records to be sent to that specialist. When I showed up for my appointment at that specialist's office, they had not received the records they needed for that appointment. When I called CHC from the specialist's office hoping they could send the records as soon as possible, I was transferred to the ""records department,"" where I got their voicemail. In the meantime I have not received the results of the blood work that was done three weeks ago. When it hadn't been posted to the patient portal after a week I called and was told it should be posted in a day or two. When it still had not been posted a week after that, I called and was told I needed to contact ""tech support,"" so I called and left a message for tech support. Three days later I got a call back from tech support telling me I needed to call my doctor and tell her she needed to upload the records. When I called CHC and asked about this, the woman on the phone told me she couldn't help me because she's ""not a patient"" there and doesn't know how the portal works. I pointed out that whether or not she is a patient there is irrelevant--it was her office that suggested I sign up for the portal and told me my records would be there, and it is her office that administers the portal. She said she would let the doctor know she needed to upload the results (how does the doctor not know that?) and indicated the results had also been sent via mail last week (two weeks after the initial appointment). I never received the results CHC supposedly mailed and based on their track record assume they were never sent. I had a very difficult time finding a primary care doctor in the Burlington area that takes my insurance and was accepting new patients, so I feel trapped at CHC, but if you can do anything to avoid it, I would.",False,False,False,False,True
